Date,Adj Close
5/3/21,0.441707
5/4/21,0.541334
5/5/21,0.657633
5/6/21,0.580804
5/7/21,0.684777
5/8/21,0.636439
5/9/21,0.57007
5/10/21,0.449964
5/11/21,0.495231
5/12/21,0.385376
5/13/21,0.490374
5/14/21,0.559604
5/15/21,0.507972
5/16/21,0.514895
5/17/21,0.487892
5/18/21,0.476115
5/19/21,0.333123
5/20/21,0.400194
5/21/21,0.359382
5/22/21,0.342371
5/23/21,0.308071
5/24/21,0.366162
5/25/21,0.346302
5/26/21,0.353693
5/27/21,0.332945
5/28/21,0.311205
5/29/21,0.30311
5/30/21,0.302224
5/31/21,0.32581
6/1/21,0.370077
6/2/21,0.423374
6/3/21,0.399963
6/4/21,0.376323
6/5/21,0.372177
6/6/21,0.371807
6/7/21,0.33105
6/8/21,0.327687
6/9/21,0.343331
6/10/21,0.326351
6/11/21,0.319359
6/12/21,0.312084
6/13/21,0.324382
6/14/21,0.332085
6/15/21,0.328381
6/16/21,0.307761
6/17/21,0.306496
6/18/21,0.293472
6/19/21,0.287356
6/20/21,0.2809
6/21/21,0.178691
6/22/21,0.191031
6/23/21,0.232174
6/24/21,0.262782
6/25/21,0.239153
6/26/21,0.244784
6/27/21,0.26445
6/28/21,0.256857
6/29/21,0.262769
6/30/21,0.254215
7/1/21,0.244549
7/2/21,0.245264
7/3/21,0.246411
7/4/21,0.246483
7/5/21,0.231614
7/6/21,0.234422
7/7/21,0.224126
7/8/21,0.207597
7/9/21,0.219864
7/10/21,0.21392
7/11/21,0.215856
7/12/21,0.208048
7/13/21,0.200003
7/14/21,0.197324
7/15/21,0.184888
7/16/21,0.172345
7/17/21,0.186125
7/18/21,0.182233
7/19/21,0.173556
7/20/21,0.170801
7/21/21,0.190349
7/22/21,0.191303
7/23/21,0.194764
7/24/21,0.197319
7/25/21,0.192034
